planet_name,radius_of_planet,planet_mass,orbital_period,transit_depth,orbital_eccentricity,effective_temperature_of_star,radius_of_star,orbital_inclination,impact_parameter,transit_duration,ratio_of_distance_to_star,ratio_of_radii
Kepler-58 c,2.866,53.0,15.573668706000001,0.048768,0.0,6096.4,1.082,85.53200000000001,0.89578,4.865419999999999,12.004000000000001,0.02415
Kepler-595 b,3.812,17.4,25.302911224000002,0.21784799999999999,0.0,5221.0,0.8140000000000001,89.608,0.19868,4.5847,40.7712,0.043052
Kepler-595 c,1.11,3.3,12.3860474,0.01513,0.0,5121.0,0.89,89.01,0.538,2.604,31.1,0.01147
Kepler-6 b,12.872,207.93795999999998,3.234699352,1.0727,0.0,5677.2,1.248,89.84,0.02208,3.599756,7.534984,0.094356
Kepler-60 b,1.95,8.7725,7.132679218,0.015164,0.0,6128.4,1.426,83.88000000000001,0.79432,4.37098,7.662000000000001,0.012570000000000001
Kepler-60 c,2.114,6.9625,8.919087138,0.01913,0.0,6128.4,1.426,86.334,0.6828200000000001,4.19698,11.936000000000002,0.013619999999999998
Kepler-60 d,1.894,3.953333333333333,11.89911888,0.014036,0.0,6128.4,1.426,87.45800000000001,0.73052,2.9167199999999998,20.514,0.01218
Kepler-62 b,1.31,9.0,5.714900215999999,0.04354,0.0,4824.8,0.642,89.498,0.12454000000000001,2.33692,18.8582,0.018625999999999997
Kepler-62 c,0.585,4.0,12.4417154,0.00841,0.0,4829.25,0.6525000000000001,89.94,0.043,3.48725,27.46,0.008150000000000001
Kepler-62 d,1.954,14.0,18.164074664,0.09558,0.0,4824.8,0.642,89.84,0.11836000000000002,2.9431,46.8173,0.027794000000000003
Kepler-62 e,1.69,36.0,122.38648634,0.07269,0.0,4824.8,0.642,89.952,0.1227,7.06944,134.322,0.024024
Kepler-62 f,1.4224999999999999,35.0,267.283106,0.0489375,0.0,4829.25,0.6525000000000001,89.94,0.28800000000000003,7.8015,255.65000000000003,0.0199025
Kepler-63 b,5.75,120.0,9.434150536,0.401978,0.0,5649.8,0.9039999999999999,89.24,0.38778,2.78446,25.426,0.058440000000000006
Kepler-643 b,11.228,321.0083,16.33890429,0.17552600000000002,0.0,4878.0,2.68,88.25399999999999,0.28074,9.501380000000001,12.586,0.038352
Kepler-65 b,1.438,2.427285,2.1549114520000003,0.009978,0.0,6172.0,1.376,82.042,0.55252,3.17926,4.266,0.009568
Kepler-65 c,2.5140000000000002,12.327726666666667,5.859937024,0.03216,0.0,6172.0,1.3760000000000001,88.65,0.1803,4.0255,10.550320000000001,0.016732
Kepler-65 d,1.654,4.194145,8.131206881999999,0.011370000000000002,0.0,6172.0,1.376,84.19800000000001,0.80672,4.32774,8.546,0.010974000000000001
Kepler-68 b,2.32,7.4578516666666665,5.3987573583333335,0.031041666666666665,0.0,5792.5,1.2333333333333334,88.50500000000001,0.22433333333333336,3.45881,11.1281,0.0172
Kepler-68 c,0.9555,3.601906,9.605021628333335,0.005508333333333333,0.0,5792.5,1.2333333333333334,88.34833333333334,0.41656666666666664,3.008883333333334,20.101666666666667,0.007093333333333333
Kepler-7 b,16.926,139.907688,4.885488924,0.7531059999999999,0.0,6010.2,1.9140000000000001,87.57199999999999,0.29702,5.1570100000000005,7.495,0.08095599999999999
Kepler-74 b,13.228000000000002,202.76977333333335,7.340716619999999,0.85726,0.0,6033.8,1.3820000000000001,88.218,0.5520200000000001,2.9901199999999997,17.589999999999996,0.0875
Kepler-75 b,10.594,3188.7943333333333,8.884921728,1.6978319999999998,0.0,5296.0,0.8260000000000001,89.938,0.048940000000000004,2.077372,36.4706,0.11700400000000001
Kepler-76 b,13.358,636.7094333333333,1.54492906,0.584466,0.0,6331.0,1.412,79.31400000000001,0.91688,1.440696,4.87384,0.086416
Kepler-77 b,10.5685,176.07275333333334,3.5787809683333336,1.1316783333333333,0.0,5648.333333333333,0.9933333333333333,89.56,0.07631666666666667,2.9105516666666666,10.241,0.09751666666666667
Kepler-79 b,2.9040000000000004,25.833333333333332,13.484583326000001,0.067658,0.0,6353.4,1.108,89.72600000000001,0.12592,5.0455000000000005,20.6022,0.024048
Kepler-79 c,3.122,9.7,27.402292252,0.078554,0.0,6353.4,1.108,89.952,0.06956000000000001,6.83106,31.3446,0.025852
Kepler-79 d,6.068,8.65,52.090872866,0.295874,0.0,6353.4,1.108,89.944,0.0392,8.633799999999999,48.36114,0.050131999999999996
Kepler-79 e,2.54,4.6,81.06349442,0.045886,0.0,6353.4,1.108,89.808,0.44599999999999995,3.2629200000000003,163.5204,0.020953999999999997
Kepler-8 b,14.996,186.16680000000002,3.5224986540000005,0.9289720000000001,0.0,6185.0,1.472,85.336,0.62266,3.193732,7.613200000000001,0.093222
Kepler-80 b,2.282,6.93,7.0535019000000005,0.150392,0.0,4154.8,0.586,89.416,0.19061999999999998,2.4517800000000003,21.522,0.035676
Kepler-80 c,2.3579999999999997,6.74,9.521675624,0.157034,0.0,4154.8,0.586,89.494,0.26276,2.38368,29.26,0.036872
Kepler-80 d,1.358,5.225,3.072152642,0.05011600000000001,0.0,4154.8,0.586,86.724,0.5317000000000001,1.97946,9.904,0.021278
Kepler-80 e,1.416,3.1149999999999998,4.645387884,0.055244,0.0,4154.8,0.586,87.8,0.5184599999999999,2.09062,14.606,0.022206
Kepler-81 b,2.162,17.2,5.95489696,0.14668,0.0,4089.8,0.556,88.958,0.22956000000000004,2.4038,18.0072,0.035538
Kepler-81 c,2.048,4.3,12.039903618,0.128846,0.0,4089.8,0.556,89.062,0.36706,2.72656,31.338,0.033618
Kepler-82 b,4.402,31.575,26.444067410000002,0.19135600000000003,0.0,5668.8,0.924,88.814,0.63844,4.2081,36.178,0.043634
Kepler-82 c,5.828,16.15,51.537997196000006,0.380362,0.0,5668.8,0.924,89.586,0.43157999999999996,6.579179999999999,55.29600000000001,0.057845999999999995
Kepler-83 b,2.434,42.1,9.770463484,0.204222,0.0,4046.6,0.536,89.586,0.18082000000000004,2.49954,29.637999999999998,0.04161
Kepler-83 c,2.158,11.4,20.090106602,0.152516,0.0,4046.6,0.536,89.22999999999999,0.42564,3.6992199999999995,37.24400000000001,0.036946
Kepler-83 d,1.8539999999999999,24.6,5.169810824000001,0.11572800000000001,0.0,4046.6,0.536,88.59200000000001,0.46132,2.16508,16.706,0.031678
Kepler-84 b,2.662,40.0,8.725857372,0.046232,0.0,6026.6,1.044,82.626,0.8284,4.589119999999999,7.837999999999999,0.023374
Kepler-84 c,2.8739999999999997,20.2,12.8828667,0.048386,0.0,6026.6,1.044,82.69,0.88906,5.406059999999999,8.791999999999998,0.025106
Kepler-849 b,8.075333333333333,298.7587,394.6223671,0.187485,0.013,5894.0,1.8116666666666665,89.83216666666668,0.40155,24.117766666666668,118.98,0.04092333333333333
Kepler-85 c,1.968,20.9,12.513341174,0.044096,0.0,5637.2,0.8640000000000001,87.184,0.69078,4.47768,15.55,0.020856
Kepler-85 e,1.286,0.6,25.21568936,0.01999,0.0,5637.2,0.8640000000000001,89.022,0.34812000000000004,4.93596,34.275999999999996,0.013624
Kepler-87 b,9.402,324.2,114.73643314,0.497128,0.0,5858.6,1.284,89.398,0.5836,11.94702,65.47200000000001,0.067064
Kepler-87 c,4.91,6.4,497.4099646000001,0.115224,0.0,5858.6,1.284,89.748,0.8257200000000001,16.70104,144.24,0.034984
Kepler-9 b,7.98,350.7746571428571,19.271447186,0.685758,0.0,5778.6,0.9699999999999999,89.452,0.26982,4.151719999999999,36.872,0.075604
Kepler-9 c,8.06,113.50154500000001,38.90765078,0.61174,0.0,5778.333333333333,0.9766666666666666,89.38,0.6658666666666666,4.5292666666666666,55.39333333333334,0.07574
Kepler-9 d,1.5433333333333332,8.41466,1.5929637,0.02582,0.0,5778.333333333333,0.9766666666666666,89.57,0.058600000000000006,1.8928333333333331,6.542666666666666,0.014523333333333333
Kepler-91 b,15.2,226.92482,6.246659124000001,0.041096,0.0,4651.2,6.682,74.122,0.6947,11.20934,2.92,0.020946000000000003
Kepler-92 b,3.5759999999999996,41.825015,13.748817498,0.041844000000000006,0.0,5871.6,1.6600000000000001,87.10799999999999,0.63212,6.08534,13.662,0.019738
Kepler-92 c,2.404,9.400535,26.723413393999998,0.020568,0.0,5871.6,1.6600000000000001,89.14399999999999,0.28053999999999996,8.544880000000001,22.43434,0.013302
Kepler-92 d,1.9440000000000002,11.86668,49.35728708,0.013482,0.0,5871.6,1.6600000000000001,89.524,0.28680000000000005,11.014500000000002,32.36,0.010728
Kepler-93 b,1.566,3.869155,4.7267413959999995,0.026846,0.0,5649.6,0.904,86.084,0.667,2.92828,9.476,0.015854
Kepler-94 b,2.816,10.918315,2.5080576100000003,0.15382400000000002,0.0,4456.0,0.67,87.106,0.65852,1.0945,13.946000000000002,0.038406
Kepler-95 b,3.0599999999999996,11.610899999999999,11.523068062,0.050634,0.0,5691.0,1.3519999999999999,89.274,0.20116,3.9190799999999997,21.0684,0.02091
Kepler-96 b,2.444,10.713780000000002,16.238469128,0.06457199999999999,0.0,5732.8,0.942,89.32000000000001,0.2965,3.8552,29.956,0.02368
Kepler-97 b,1.576,3.45839,2.5866361920000003,0.022345999999999998,0.0,5793.2,0.9719999999999999,82.952,0.70668,2.3057600000000003,6.02,0.014898
Kepler-98 b,1.864,2.811215,1.541677868,0.030452,0.0,5562.2,0.974,78.712,0.7106,1.9623599999999999,4.17,0.017698
Kepler-99 b,1.7439999999999998,4.981285000000001,4.603574142,0.044576,0.0,4746.8,0.756,85.76,0.66806,2.42186,10.492,0.02115
LTT 1445 A b,1.3424999999999998,2.535,5.35879285,0.2264,0.15,3338.5,0.275,89.54,0.22999999999999998,1.3723,30.25,0.045450000000000004
LTT 1445 A c,1.147,1.54,3.1239035,0.157,0.223,3340.0,0.27,87.43,0.937,0.482,21.56,0.0396
LTT 3780 b,1.3285,2.4725,0.768413655,0.10595,0.0,3344.5,0.375,86.6,0.406,0.7966500000000001,6.91,0.032560000000000006
LTT 3780 c,2.3449999999999998,7.4875,12.252092,0.32975,0.041999999999999996,3344.5,0.375,89.069,0.722,1.466,43.8,0.05745
MASCARA-1 b,17.901,1175.971,2.14877381,0.6216,0.00034,7490.0,2.08,88.45,0.113,4.226,4.1676,0.07884
PH2 b,10.359499999999999,12756.742490000002,282.5254554333333,0.95533,0.10416666666666667,5851.5,1.0366666666666668,89.918,0.3353166666666667,10.756133333333333,200.535,0.091175
Qatar-1 b,13.0195,402.74113166666666,1.4200246200000002,2.21,0.0,4961.5,0.8000000000000002,83.95,0.66,1.64412,6.2465,0.14879499999999998
Qatar-3 b,12.285,1369.8473,2.5079204,0.789,0.0,6007.0,1.27,86.8,0.35,3.1104,6.39,0.0888
Qatar-4 b,12.722,1938.763,1.8053564,1.902,0.0,5215.0,0.85,87.5,0.31,2.1384,7.11,0.1379
Qatar-5 b,12.408,1373.0256,2.8792319,1.126,0.0,5747.0,1.08,88.74,0.18,2.9088,8.27,0.1061
TIC 139270665 b,7.23,147.15455,23.624,0.425,0.105,5844.0,1.02,89.76,0.16,5.94,34.5,0.06519
TOI-1135 b,9.02,51.42,8.02773,0.486,0.0,6122.0,1.16,89.97,0.007,4.05,15.12,0.0697
TOI-1194 b,8.597,144.92975,2.310644,0.6717,0.076,5446.0,0.96,83.98,0.802,1.684,7.65,0.08196
TOI-1221 b,2.91,1112.39942,91.68278,0.072,0.21,5592.0,1.03,89.75,0.25,8.12,83.7,0.02679
TOI-1231 b,3.65,15.4,24.245586,0.492,0.087,3553.0,0.48,89.73,0.27,3.24,58.1,0.0701
TOI-1235 b,1.7380000000000002,6.5,3.444729,0.0645,0.15,3872.0,0.63,88.09999999999998,0.45,1.84,13.199999999999998,0.025399999999999995
TOI-125 b,2.7405,9.5,4.65382,0.08735,0.1885,5301.0,0.85,88.955,0.26,2.9604,13.155000000000001,0.02956
TOI-125 c,2.7744999999999997,6.63,9.15063,0.0895,0.0655,5301.0,0.85,88.53,0.523,2.9496,20.655,0.029915
TOI-125 d,2.93,13.6,19.98,0.1,0.168,5320.0,0.85,88.795,0.652,3.1128,34.77,0.0317
TOI-1259 A b,11.456,140.16233,3.477978,2.6759,0.0,4775.0,0.71,89.7,0.065,2.4754,12.314,0.14762
TOI-1260 b,2.41,8.58,3.127463,0.1082,0.0,4227.0,0.67,89.03,0.2,2.06,11.73,0.0329
TOI-1260 c,2.76,12.5,7.493134,0.1421,0.0,4227.0,0.67,87.97,0.75,1.97,20.99,0.0377
TOI-1260 d,3.12,11.84,16.608164,0.1808,0.0,4227.0,0.67,89.14,0.53,3.19,35.69,0.0425
TOI-1266 b,2.539,11.21,10.89486,0.296,0.11,3595.5,0.43,89.245,0.48950000000000005,2.0905,37.055,0.0544
TOI-1266 c,1.9014999999999997,3.8266666666666667,18.8015655,0.16849999999999998,0.17,3595.5,0.43,89.1875,0.7414999999999999,2.0005,52.379999999999995,0.040799999999999996
TOI-1268 b,9.1,96.4,8.1577094,0.8186,0.105,5300.0,0.92,88.63,0.423,4.001,16.62,0.091
TOI-1333 b,15.648,753.2571,4.720219,0.555,0.073,6274.0,1.93,85.7,0.504,4.6416,6.98,0.0745
TOI-1416 b,1.62,3.48,1.0697568,0.0455,0.0,4884.0,0.79,85.7,0.39,1.5,5.14,0.01873
TOI-1420 b,11.89,25.1,6.9561063,1.396,0.17,5510.0,0.92,88.58,0.412,3.372,16.53,0.11816
TOI-1431 b,16.701,991.62463,2.650237,0.5797,0.0022,7690.0,1.92,80.13,0.881,2.489,5.15,0.07955
TOI-1470 b,2.18,7.32,2.527093,0.1814,0.3,3709.0,0.47,87.42,0.59,1.28,13.05,0.0426
TOI-1470 c,2.47,7.24,18.08816,0.2315,0.5,3709.0,0.47,89.47,0.47,2.7,48.46,0.0481
TOI-1478 b,11.882,270.47333,10.180249,1.083,0.024,5597.0,1.05,88.51,0.481,4.1664,18.54,0.104
TOI-157 b,14.415,375.0394,2.0845435,1.283,0.0,5404.0,1.17,82.01,0.8045,2.14584,5.785,0.11329
TOI-1601 b,13.888,314.6517,5.331751,0.3395,0.036,5948.0,2.19,88.84,0.136,6.3048,6.76,0.05827
TOI-1634 b,1.79,7.54,0.989343,0.1323,0.16,3550.0,0.45,88.2,0.24,1.027,7.38,0.0364
TOI-169 b,12.173,251.40353,2.2554477,0.75,0.0,5880.0,1.29,80.98,0.9221,1.7064,5.88,0.0866
TOI-172 b,10.817,1722.6386,9.47725,0.312,0.3806,5645.0,1.78,88.2,0.22,4.7136,11.09,0.05588
TOI-181 b,6.956,46.1687,4.532,0.73,0.1543,4994.0,0.74,88.28,0.5348,1.99,15.5641,0.0854
TOI-1811 b,11.142,308.92921,3.7130765,1.761,0.052,4766.0,0.77,86.48,0.7393,1.951,12.28,0.13272
TOI-1994 b,13.675,7024.00779,4.0337142,0.2969,0.341,7700.0,2.3,85.5,0.32,4.044,5.72,0.05449
TOI-2010 b,11.814,408.72733,141.834025,1.16,0.212,5929.0,1.08,89.903,0.147,8.681,109.8,0.10035
TOI-2015 b,3.39,16.4,3.348968,0.87,0.0,3194.0,0.33,87.95,0.696,1.11,19.46,0.0933
TOI-2025 b,11.893,1271.31363,8.8720982,0.5578,0.394,5977.0,1.46,88.65,0.19,3.601,13.12,0.07469
TOI-2095 b,1.3,4.1,17.664872,0.0693,0.12,3662.0,0.45,89.64,0.3,2.72,48.0,0.0263
TOI-2095 c,1.39,7.4,28.1722,0.0796,0.13,3662.0,0.45,89.79,0.24,3.12,65.6,0.0282
TOI-2145 b,11.982,1671.77742,10.26075,0.1597,0.208,6177.0,2.75,88.1,0.23,7.447,8.65,0.03996
TOI-2152 A b,14.359,899.45439,3.3773512,0.666,0.057,6630.0,1.61,86.42,0.415,3.715,6.76,0.0816
TOI-2154 b,16.287,292.40213,3.8240801,1.143,0.117,6280.0,1.4,83.37,0.8636,2.465,7.91,0.10693
TOI-2497 b,11.142,1531.93292,10.655669,0.1877,0.195,7360.0,2.36,88.16,0.35,7.838,10.63,0.04333
TOI-257 b,7.163,43.86032,18.38818,0.124,0.0,6095.0,1.87,87.91,0.643,6.485,17.6,0.03521
TOI-270 b,1.247,1.58,3.36008,0.0901,0.0,3386.0,0.38,88.65,0.41,1.387,17.48,0.03
TOI-270 c,2.42,6.15,5.660172,0.3394,0.0,3386.0,0.38,89.53,0.22,1.658,27.01,0.05825
TOI-270 d,2.13,4.78,11.38014,0.2645,0.0,3386.0,0.38,89.69,0.224,2.148,41.56,0.05143
TOI-3785 b,5.14,14.95,4.6747373,0.9254,0.11,3576.0,0.5,88.1,0.6,1.7,18.89,0.0962
TOI-411 b,1.72,13.71,4.040301,0.0201,0.126,6040.0,1.16,88.3,0.29,2.96,9.84,0.01358
TOI-411 c,2.74,9.72,9.573096,0.0502,0.16,6040.0,1.16,88.57,0.42,3.95,17.49,0.02161
TOI-4562 b,12.53,732.0,225.11781,0.9961,0.76,6096.0,1.15,89.06,0.6,4.32,147.4,0.0998
TOI-4603 b,11.68,4096.80817,7.24599,0.1528,0.325,6264.0,2.74,80.21,0.9521,2.854,6.97,0.0391
TOI-500 b,1.166,1.42,0.548177,0.02487,0.063,4440.0,0.68,82.09,0.53,0.998,3.769,0.01577
TOI-558 b,12.173,1147.36055,14.574071,0.557,0.298,6466.0,1.5,86.24,0.9073,2.705,18.56,0.0746
TOI-559 b,12.229,1910.14873,6.9839095,0.8276,0.151,5925.0,1.23,89.08,0.23,5.1502,12.61,0.09097
TOI-628 b,11.882,2011.8639,3.4095675,0.657,0.072,6250.0,1.34,88.41,0.23,3.7824,7.78,0.08108
TOI-640 b,19.851,279.6904,5.0037775,0.764,0.05,6460.0,2.08,82.54,0.8763,3.6048,6.82,0.08738
TOI-776 b,1.85,4.0,8.24661,0.1063,0.06,3709.0,0.54,89.65,0.25,2.41,27.87,0.0316
TOI-776 c,2.02,5.3,15.6653,0.1484,0.04,3709.0,0.54,89.51,0.27,2.99,42.75,0.0344
TrES-2 b,13.215833333333332,398.6152305882353,2.470614273333333,1.456735,0.003,5839.0,0.97,84.22666666666666,0.8229333333333333,1.7474266666666665,8.34655,0.12459833333333334
V1298 Tau b,10.22,203.41018,24.13861,0.5,0.112,4970.0,1.31,89.35,0.29,6.42,27.6,0.0713
WASP-12 b,21.297,466.719325,1.0914203,1.389,0.0,6360.0,1.6599999999999997,83.37,0.351,2.99592,3.039,0.11784999999999998
WASP-121 b,20.905,371.86018,1.2749255,1.551,0.0,6459.0,1.46,87.6,0.16,2.8872,3.754,0.12454
WASP-147 b,12.498,87.40325,4.60273,0.64,0.0,5702.0,1.43,87.9,0.31,4.3944,8.29,0.08
WASP-15 b,15.457,176.51058833333332,3.7521,0.969,0.08700000000000001,6300.0,1.4400000000000002,85.96,0.525,3.7128,7.4516,0.09842
WASP-160 B b,12.218,88.35674,3.7684952,1.663,0.0,5298.0,0.87,88.97,0.2,2.84424,11.25,0.129
WASP-164 b,12.644,676.9779,1.7771255,1.542,0.0,5806.0,0.93,82.73,0.8216,1.60368,6.5,0.1242
WASP-165 b,14.123,209.13214,3.465509,0.544,0.0,5599.0,1.75,84.9,0.53,4.176,5.93,0.0738
WASP-17 b,22.261,166.81937666666667,3.7354329999999996,1.672,0.11,6650.0,1.58,86.63,0.4,4.4232,6.8166,0.12929
WASP-173 A b,14.404,1137.8314,1.3866529,1.448,0.0,5767.0,1.1,86.5,0.3,2.3544,4.91,0.1203
WASP-178 b,21.745,487.86905,3.3448412,1.225,0.0,8640.0,1.8,84.45,0.628,3.6336,6.49,0.11066
WASP-18 b,14.0505,3310.1606125,0.9414525650000001,0.9784999999999999,0.00679,6416.0,1.34,82.05,0.4435,2.19568,3.3375,0.09877999999999999
WASP-19 b,15.861,361.1321775,0.78883852,2.077,0.0126,5616.0,1.01,79.08,0.6671,1.607,3.533,0.1441
WASP-2 b,12.072,283.596162,2.1522254,1.802,0.07,5150.0,0.82,84.73,0.737,1.7692799999999997,8.0128,0.1342
WASP-4 b,15.031,386.892788,1.3382299,2.3334,0.0182,5500.0,0.9,89.47,0.051000000000000004,2.12832,5.53128,0.15275
WASP-5 b,12.778,503.3552325,1.6284229,1.223,0.0351,5700.0,1.06,86.1,0.37,2.3712,5.495,0.1106
WASP-64 b,14.247,396.00771499999996,1.5732918,1.522,0.0,5400.0,1.06,86.57,0.322,2.39976,5.39,0.1234
WASP-68 b,13.9,316.44990333333334,5.084298,0.57,0.0,5911.0,1.6900000000000002,88.09999999999998,0.26,5.136,7.900000000000001,0.075
WASP-72 b,14.24,543.3411100000001,2.2167421,0.43,0.0,6250.0,1.98,81.6,0.59,3.7392,4.02,0.0656
WASP-73 b,13.002,701.2321233333333,4.08722,0.33,0.0,6036.0,2.07,87.40000000000002,0.26,5.592,5.73,0.057
WASP-77 A b,13.787,584.80429,1.36002854,1.7830000000000001,0.0074,5617.0,0.91,88.91000000000001,0.109,2.148,5.332,0.13354
WASP-8 b,11.635,721.844192,8.158715,1.276,0.31,5600.0,0.9399999999999998,88.55,0.604,4.3968,18.2149,0.11300000000000002
WASP-80 b,11.198,174.42224000000002,3.06785234,2.937,0.002,4143.0,0.59,89.02,0.215,2.131,12.63,0.17137
WASP-88 b,19.055,164.21056666666667,4.954,0.6999999999999998,0.0,6431.0,2.08,88.0,0.23,6.047999999999999,6.64,0.084
WD 1856+534 b,10.4,4386.054,1.4079405,56.65,0.0,4710.0,0.01,88.778,7.16,0.1333,336.0,7.28
XO-7 b,15.39,225.34147,2.8641424,0.909,0.038,6250.0,1.48,83.45,0.709,2.772,6.43,0.09532
pi Men c,2.042,4.1165275,6.2679,0.03,0.0,6037.0,1.1,87.456,0.59,2.953,13.38,0.01703
